"","X","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"2595",2595,12,7,0.275,753485.129688432,6043.2308691693,-6043.2308691693,13486.4617383386,16765.6899477061,"AG206_Edit"
"2596",2596,13,7,0.3,762581.950945328,6038.80983611997,-6038.80983611997,13477.6196722399,16756.8478816075,"AG206_Edit"
"2597",2597,14,7,0.325,778310.24937831,6034.65538633292,-6034.65538633292,13469.3107726658,16748.5389820334,"AG206_Edit"
"2598",2598,15,7,0.35,784081.041657049,6029.41335483191,-6029.41335483191,13458.8267096638,16738.0549190314,"AG206_Edit"
"2599",2599,16,7,0.375,789230.043865826,6029.17879814283,-6029.17879814283,13458.3575962857,16737.5858056532,"AG206_Edit"
"2600",2600,17,7,0.4,790206.228405541,6028.91389117465,-6028.91389117465,13457.8277823493,16737.0559917169,"AG206_Edit"
"2601",2601,18,7,0.425,790203.904202947,6028.91389117465,-6028.91389117465,13457.8277823493,16737.0559917169,"AG206_Edit"
"2602",2602,19,7,0.45,790207.329873504,6028.87879985484,-6028.87879985484,13457.7575997097,16736.9858090772,"AG206_Edit"
"2603",2603,20,7,0.475,790205.88856953,6028.87879985484,-6028.87879985484,13457.7575997097,16736.9858090772,"AG206_Edit"
"2604",2604,21,7,0.5,790205.622805621,6028.87879985484,-6028.87879985484,13457.7575997097,16736.9858090772,"AG206_Edit"
"2605",2605,22,7,0.525,790207.295843191,6028.87879985484,-6028.87879985484,13457.7575997097,16736.9858090772,"AG206_Edit"
"2606",2606,23,7,0.55,790204.160234259,6028.91389117465,-6028.91389117465,13457.8277823493,16737.0559917169,"AG206_Edit"
"2607",2607,24,7,0.575,790205.278301595,6028.87879985484,-6028.87879985484,13457.7575997097,16736.9858090772,"AG206_Edit"
"2608",2608,25,7,0.6,790204.309045694,6028.91389117465,-6028.91389117465,13457.8277823493,16737.0559917169,"AG206_Edit"
"2609",2609,26,7,0.625,790205.707992609,6028.91389117465,-6028.91389117465,13457.8277823493,16737.0559917169,"AG206_Edit"
"2610",2610,27,7,0.65,790205.424244673,6028.87879985484,-6028.87879985484,13457.7575997097,16736.9858090772,"AG206_Edit"
"2611",2611,28,7,0.675,790206.168910915,6028.91389117465,-6028.91389117465,13457.8277823493,16737.0559917169,"AG206_Edit"
"2612",2612,29,7,0.7,790206.009618613,6028.87879985484,-6028.87879985484,13457.7575997097,16736.9858090772,"AG206_Edit"
"2613",2613,30,7,0.725,790206.687703654,6028.87879985484,-6028.87879985484,13457.7575997097,16736.9858090772,"AG206_Edit"
"2614",2614,31,7,0.75,790204.098152152,6028.91389117465,-6028.91389117465,13457.8277823493,16737.0559917169,"AG206_Edit"
"2615",2615,32,7,0.775,790204.882281009,6028.91389117465,-6028.91389117465,13457.8277823493,16737.0559917169,"AG206_Edit"
"2616",2616,33,7,0.8,790205.66360465,6028.87879985484,-6028.87879985484,13457.7575997097,16736.9858090772,"AG206_Edit"
"2617",2617,34,7,0.825,790204.975135094,6028.87879985484,-6028.87879985484,13457.7575997097,16736.9858090772,"AG206_Edit"
"2618",2618,35,7,0.85,790204.725726585,6028.87879985484,-6028.87879985484,13457.7575997097,16736.9858090772,"AG206_Edit"
"2619",2619,36,7,0.875,790206.052614914,6028.87879985484,-6028.87879985484,13457.7575997097,16736.9858090772,"AG206_Edit"
"2620",2620,37,7,0.9,790204.775564361,6028.87879985484,-6028.87879985484,13457.7575997097,16736.9858090772,"AG206_Edit"
"2621",2621,38,7,0.925,790207.636825107,6028.87879985484,-6028.87879985484,13457.7575997097,16736.9858090772,"AG206_Edit"
"2622",2622,39,7,0.95,790203.661010894,6028.91389117465,-6028.91389117465,13457.8277823493,16737.0559917169,"AG206_Edit"
"2623",2623,40,7,0.975,790203.354336769,6028.91389117465,-6028.91389117465,13457.8277823493,16737.0559917169,"AG206_Edit"
"2624",2624,41,7,1,790203.936607799,6028.91389117465,-6028.91389117465,13457.8277823493,16737.0559917169,"AG206_Edit"
"2625",2625,1,8,0,206150.126775718,6158.13693163654,-6158.13693163654,13916.2738632731,17663.9632454074,"AG206_Edit"
"2626",2626,2,8,0.025,586898.939580336,6201.50790514079,-6201.50790514079,14003.0158102816,17750.7051924159,"AG206_Edit"
"2627",2627,3,8,0.05,679179.57351918,6097.58223377834,-6097.58223377834,13795.1644675567,17542.853849691,"AG206_Edit"
"2628",2628,4,8,0.075,740223.113603082,6008.6202678168,-6008.6202678168,13617.2405356336,17364.9299177679,"AG206_Edit"
"2629",2629,5,8,0.1,792797.701907755,5972.94609341237,-5972.94609341237,13545.8921868247,17293.5815689591,"AG206_Edit"
"2630",2630,6,8,0.125,844455.161205217,5937.28626232782,-5937.28626232782,13474.5725246556,17222.26190679,"AG206_Edit"
"2631",2631,7,8,0.15,892489.202992773,5922.53523648606,-5922.53523648606,13445.0704729721,17192.7598551065,"AG206_Edit"
"2632",2632,8,8,0.175,919805.641744674,5905.09594585432,-5905.09594585432,13410.1918917086,17157.881273843,"AG206_Edit"
"2633",2633,9,8,0.2,948140.682318854,5891.6233012595,-5891.6233012595,13383.246602519,17130.9359846533,"AG206_Edit"
"2634",2634,10,8,0.225,974679.469768884,5883.69350671744,-5883.69350671744,13367.3870134349,17115.0763955692,"AG206_Edit"
"2635",2635,11,8,0.25,1008883.03376767,5875.50896412828,-5875.50896412828,13351.0179282566,17098.7073103909,"AG206_Edit"
"2636",2636,12,8,0.275,1023205.19089535,5866.82320940595,-5866.82320940595,13333.6464188119,17081.3358009462,"AG206_Edit"
"2637",2637,13,8,0.3,1035389.58429228,5865.34933794305,-5865.34933794305,13330.6986758861,17078.3880580204,"AG206_Edit"
"2638",2638,14,8,0.325,1046208.34732249,5863.78738073672,-5863.78738073672,13327.5747614734,17075.2641436078,"AG206_Edit"
"2639",2639,15,8,0.35,1053041.814288,5861.51251696062,-5861.51251696062,13323.0250339212,17070.7144160556,"AG206_Edit"
"2640",2640,16,8,0.375,1062457.9167795,5860.03035212145,-5860.03035212145,13320.0607042429,17067.7500863772,"AG206_Edit"
"2641",2641,17,8,0.4,1066052.4126888,5858.940966528,-5858.940966528,13317.881933056,17065.5713151903,"AG206_Edit"
"2642",2642,18,8,0.425,1073704.98943195,5857.38716121945,-5857.38716121945,13314.7743224389,17062.4637045732,"AG206_Edit"
"2643",2643,19,8,0.45,1084973.55075813,5852.39905676767,-5852.39905676767,13304.7981135353,17052.4874956697,"AG206_Edit"
"2644",2644,20,8,0.475,1090003.78323458,5849.89678279367,-5849.89678279367,13299.7935655873,17047.4829477217,"AG206_Edit"
"2645",2645,21,8,0.5,1099580.57144323,5847.04374585138,-5847.04374585138,13294.0874917028,17041.7768738371,"AG206_Edit"
"2646",2646,22,8,0.525,1104735.2020584,5846.1230932484,-5846.1230932484,13292.2461864968,17039.9355686311,"AG206_Edit"
"2647",2647,23,8,0.55,1112946.57181229,5844.98033890749,-5844.98033890749,13289.960677815,17037.6500599493,"AG206_Edit"
"2648",2648,24,8,0.575,1119549.25850357,5843.33608764534,-5843.33608764534,13286.6721752907,17034.361557425,"AG206_Edit"
"2649",2649,25,8,0.6,1123618.02910662,5843.14389944673,-5843.14389944673,13286.2877988935,17033.9771810278,"AG206_Edit"
"2650",2650,26,8,0.625,1128617.21782063,5843.08213572177,-5843.08213572177,13286.1642714435,17033.8536535779,"AG206_Edit"
"2651",2651,27,8,0.65,1128621.70059609,5843.06193301445,-5843.06193301445,13286.1238660289,17033.8132481632,"AG206_Edit"
"2652",2652,28,8,0.675,1128617.1677505,5843.08213572177,-5843.08213572177,13286.1642714435,17033.8536535779,"AG206_Edit"
"2653",2653,29,8,0.7,1128617.80145204,5843.08213572177,-5843.08213572177,13286.1642714435,17033.8536535779,"AG206_Edit"
"2654",2654,30,8,0.725,1128617.83023259,5843.08213572177,-5843.08213572177,13286.1642714435,17033.8536535779,"AG206_Edit"
"2655",2655,31,8,0.75,1128620.25695661,5843.08213572177,-5843.08213572177,13286.1642714435,17033.8536535779,"AG206_Edit"
"2656",2656,32,8,0.775,1128618.92037298,5843.06193301445,-5843.06193301445,13286.1238660289,17033.8132481632,"AG206_Edit"
"2657",2657,33,8,0.8,1128619.28183397,5843.08213572177,-5843.08213572177,13286.1642714435,17033.8536535779,"AG206_Edit"
"2658",2658,34,8,0.825,1128617.97398169,5843.08213572177,-5843.08213572177,13286.1642714435,17033.8536535779,"AG206_Edit"
"2659",2659,35,8,0.85,1128618.32654396,5843.08213572177,-5843.08213572177,13286.1642714435,17033.8536535779,"AG206_Edit"
"2660",2660,36,8,0.875,1128621.2753551,5843.06193301445,-5843.06193301445,13286.1238660289,17033.8132481632,"AG206_Edit"
"2661",2661,37,8,0.9,1128622.32221292,5843.06193301445,-5843.06193301445,13286.1238660289,17033.8132481632,"AG206_Edit"
"2662",2662,38,8,0.925,1128617.16650604,5843.08213572177,-5843.08213572177,13286.1642714435,17033.8536535779,"AG206_Edit"
"2663",2663,39,8,0.95,1128620.75783238,5843.06193301445,-5843.06193301445,13286.1238660289,17033.8132481632,"AG206_Edit"
"2664",2664,40,8,0.975,1128620.00627183,5843.06193301445,-5843.06193301445,13286.1238660289,17033.8132481632,"AG206_Edit"
"2665",2665,41,8,1,1128619.23635459,5843.06193301445,-5843.06193301445,13286.1238660289,17033.8132481632,"AG206_Edit"
"2666",2666,1,9,0,256135.722955321,6016.14657163539,-6016.14657163539,13832.2931432708,18048.4436981719,"AG206_Edit"
"2667",2667,2,9,0.025,710388.151063584,6004.07450128578,-6004.07450128578,13808.1490025716,18024.2995574727,"AG206_Edit"
"2668",2668,3,9,0.05,840546.80772673,5912.27177823056,-5912.27177823056,13624.5435564611,17840.6941113623,"AG206_Edit"
"2669",2669,4,9,0.075,925323.539054541,5857.98333823971,-5857.98333823971,13515.9666764794,17732.1172313805,"AG206_Edit"
"2670",2670,5,9,0.1,994614.945182911,5821.99581902754,-5821.99581902754,13443.9916380551,17660.1421929562,"AG206_Edit"
"2671",2671,6,9,0.125,1047905.56375866,5799.53974978476,-5799.53974978476,13399.0794995695,17615.2300544706,"AG206_Edit"
"2672",2672,7,9,0.15,1093864.28999197,5781.83883595555,-5781.83883595555,13363.6776719111,17579.8282268122,"AG206_Edit"
"2673",2673,8,9,0.175,1124676.72580845,5775.73249525894,-5775.73249525894,13351.4649905179,17567.615545419,"AG206_Edit"
"2674",2674,9,9,0.2,1153979.41838578,5757.59204862741,-5757.59204862741,13315.1840972548,17531.334652156,"AG206_Edit"
"2675",2675,10,9,0.225,1177759.42136135,5754.2927991665,-5754.2927991665,13308.585598333,17524.7361532341,"AG206_Edit"
"2676",2676,11,9,0.25,1196037.6172901,5749.8660711429,-5749.8660711429,13299.7321422858,17515.8826971869,"AG206_Edit"
"2677",2677,12,9,0.275,1202290.03833907,5746.91864130023,-5746.91864130023,13293.8372826005,17509.9878375016,"AG206_Edit"
"2678",2678,13,9,0.3,1213319.69051756,5745.40008009201,-5745.40008009201,13290.800160184,17506.9507150852,"AG206_Edit"
"2679",2679,14,9,0.325,1224427.65319241,5739.35025993422,-5739.35025993422,13278.7005198684,17494.8510747696,"AG206_Edit"
"2680",2680,15,9,0.35,1234755.3641965,5738.03646177377,-5738.03646177377,13276.0729235475,17492.2234784487,"AG206_Edit"
"2681",2681,16,9,0.375,1245620.36589351,5736.17700396501,-5736.17700396501,13272.35400793,17488.5045628312,"AG206_Edit"
"2682",2682,17,9,0.4,1255306.6434905,5735.34355428097,-5735.34355428097,13270.6871085619,17486.8376634631,"AG206_Edit"
"2683",2683,18,9,0.425,1258110.51188983,5735.26457632763,-5735.26457632763,13270.5291526553,17486.6797075564,"AG206_Edit"
"2684",2684,19,9,0.45,1258109.41062669,5735.26457632763,-5735.26457632763,13270.5291526553,17486.6797075564,"AG206_Edit"
"2685",2685,20,9,0.475,1258111.56511406,5735.24588419461,-5735.24588419461,13270.4917683892,17486.6423232904,"AG206_Edit"
"2686",2686,21,9,0.5,1258110.76746238,5735.26457632763,-5735.26457632763,13270.5291526553,17486.6797075564,"AG206_Edit"
"2687",2687,22,9,0.525,1258108.78227477,5735.26457632763,-5735.26457632763,13270.5291526553,17486.6797075564,"AG206_Edit"
"2688",2688,23,9,0.55,1258112.75764875,5735.26457632763,-5735.26457632763,13270.5291526553,17486.6797075564,"AG206_Edit"
"2689",2689,24,9,0.575,1258108.63908143,5735.26457632763,-5735.26457632763,13270.5291526553,17486.6797075564,"AG206_Edit"
"2690",2690,25,9,0.6,1258110.88289899,5735.24588419461,-5735.24588419461,13270.4917683892,17486.6423232904,"AG206_Edit"
"2691",2691,26,9,0.625,1258111.45764916,5735.26457632763,-5735.26457632763,13270.5291526553,17486.6797075564,"AG206_Edit"
"2692",2692,27,9,0.65,1258113.4695574,5735.24588419461,-5735.24588419461,13270.4917683892,17486.6423232904,"AG206_Edit"
"2693",2693,28,9,0.675,1258109.42767625,5735.26457632763,-5735.26457632763,13270.5291526553,17486.6797075564,"AG206_Edit"
"2694",2694,29,9,0.7,1258115.2532603,5735.24588419461,-5735.24588419461,13270.4917683892,17486.6423232904,"AG206_Edit"
"2695",2695,30,9,0.725,1258110.75628856,5735.26457632763,-5735.26457632763,13270.5291526553,17486.6797075564,"AG206_Edit"
"2696",2696,31,9,0.75,1258111.09001094,5735.24588419461,-5735.24588419461,13270.4917683892,17486.6423232904,"AG206_Edit"
"2697",2697,32,9,0.775,1258113.95126621,5735.24588419461,-5735.24588419461,13270.4917683892,17486.6423232904,"AG206_Edit"
"2698",2698,33,9,0.8,1258109.08743218,5735.26457632763,-5735.26457632763,13270.5291526553,17486.6797075564,"AG206_Edit"
"2699",2699,34,9,0.825,1258113.4363129,5735.24588419461,-5735.24588419461,13270.4917683892,17486.6423232904,"AG206_Edit"
"2700",2700,35,9,0.85,1258109.84111073,5735.26457632763,-5735.26457632763,13270.5291526553,17486.6797075564,"AG206_Edit"
"2701",2701,36,9,0.875,1258113.6826899,5735.24588419461,-5735.24588419461,13270.4917683892,17486.6423232904,"AG206_Edit"
"2702",2702,37,9,0.9,1258110.0764299,5735.26457632763,-5735.26457632763,13270.5291526553,17486.6797075564,"AG206_Edit"
"2703",2703,38,9,0.925,1258110.69606414,5735.26457632763,-5735.26457632763,13270.5291526553,17486.6797075564,"AG206_Edit"
"2704",2704,39,9,0.95,1258113.33353791,5735.24588419461,-5735.24588419461,13270.4917683892,17486.6423232904,"AG206_Edit"
"2705",2705,40,9,0.975,1258114.84996972,5735.24588419461,-5735.24588419461,13270.4917683892,17486.6423232904,"AG206_Edit"
"2706",2706,41,9,1,1258113.99302606,5735.24588419461,-5735.24588419461,13270.4917683892,17486.6423232904,"AG206_Edit"
"2707",2707,1,10,0,301916.905213788,5869.75124115816,-5869.75124115816,13739.5024823163,18424.1142099842,"AG206_Edit"
"2708",2708,2,10,0.025,841907.539112983,5879.81050032012,-5879.81050032012,13759.6210006402,18444.2327283082,"AG206_Edit"
"2709",2709,3,10,0.05,1017631.90528772,5795.3872737912,-5795.3872737912,13590.7745475824,18275.3862752503,"AG206_Edit"
"2710",2710,4,10,0.075,1131452.84841039,5742.54766399662,-5742.54766399662,13485.0953279932,18169.7070556612,"AG206_Edit"
"2711",2711,5,10,0.1,1232672.42146627,5705.63281804257,-5705.63281804257,13411.2656360851,18095.8773637531,"AG206_Edit"
"2712",2712,6,10,0.125,1292277.99914075,5689.41291970074,-5689.41291970074,13378.8258394015,18063.4375670694,"AG206_Edit"
"2713",2713,7,10,0.15,1340487.28404159,5681.06637343559,-5681.06637343559,13362.1327468712,18046.7444745391,"AG206_Edit"
"2714",2714,8,10,0.175,1396054.49474871,5657.55860429175,-5657.55860429175,13315.1172085835,17999.7289362514,"AG206_Edit"
"2715",2715,9,10,0.2,1425848.43745355,5651.1930680897,-5651.1930680897,13302.3861361794,17986.9978638473,"AG206_Edit"
"2716",2716,10,10,0.225,1450862.5584457,5645.14367434453,-5645.14367434453,13290.2873486891,17974.899076357,"AG206_Edit"
"2717",2717,11,10,0.25,1477151.65416237,5638.18637633809,-5638.18637633809,13276.3727526762,17960.9844803441,"AG206_Edit"
"2718",2718,12,10,0.275,1496610.05988223,5634.2936689563,-5634.2936689563,13268.5873379126,17953.1990655805,"AG206_Edit"
"2719",2719,13,10,0.3,1527143.77227778,5631.92493723612,-5631.92493723612,13263.8498744722,17948.4616021402,"AG206_Edit"
"2720",2720,14,10,0.325,1544282.51529652,5631.10008427636,-5631.10008427636,13262.2001685527,17946.8118962207,"AG206_Edit"
"2721",2721,15,10,0.35,1551183.7061373,5629.91943355221,-5629.91943355221,13259.8388671044,17944.4505947723,"AG206_Edit"
"2722",2722,16,10,0.375,1552336.62453034,5629.34595455164,-5629.34595455164,13258.6919091033,17943.3036367712,"AG206_Edit"
"2723",2723,17,10,0.4,1558454.67367509,5627.23259944238,-5627.23259944238,13254.4651988848,17939.0769265527,"AG206_Edit"
"2724",2724,18,10,0.425,1565280.47217483,5626.50030564716,-5626.50030564716,13253.0006112943,17937.6123389622,"AG206_Edit"
"2725",2725,19,10,0.45,1576703.33914825,5624.97385108381,-5624.97385108381,13249.9477021676,17934.5594298355,"AG206_Edit"
"2726",2726,20,10,0.475,1579802.66827352,5623.67459531444,-5623.67459531444,13247.3491906289,17931.9609182968,"AG206_Edit"
"2727",2727,21,10,0.5,1584935.86857667,5623.46958600691,-5623.46958600691,13246.9391720138,17931.5508996818,"AG206_Edit"
"2728",2728,22,10,0.525,1599591.29553048,5620.72563939643,-5620.72563939643,13241.4512787929,17926.0630064608,"AG206_Edit"
"2729",2729,23,10,0.55,1603947.27625296,5620.01864164551,-5620.01864164551,13240.037283291,17924.6490109589,"AG206_Edit"
"2730",2730,24,10,0.575,1609564.02405773,5619.28100024864,-5619.28100024864,13238.5620004973,17923.1737281652,"AG206_Edit"
"2731",2731,25,10,0.6,1610533.26720864,5619.05630535414,-5619.05630535414,13238.1126107083,17922.7243383762,"AG206_Edit"
"2732",2732,26,10,0.625,1611921.87542551,5618.66610125422,-5618.66610125422,13237.3322025084,17921.9439301764,"AG206_Edit"
"2733",2733,27,10,0.65,1616137.90401299,5618.66610125422,-5618.66610125422,13237.3322025084,17921.9439301764,"AG206_Edit"
"2734",2734,28,10,0.675,1617122.69124335,5618.66610125422,-5618.66610125422,13237.3322025084,17921.9439301764,"AG206_Edit"
"2735",2735,29,10,0.7,1617122.7210814,5618.66610125422,-5618.66610125422,13237.3322025084,17921.9439301764,"AG206_Edit"
"2736",2736,30,10,0.725,1617125.06583091,5618.66610125422,-5618.66610125422,13237.3322025084,17921.9439301764,"AG206_Edit"
"2737",2737,31,10,0.75,1617120.58940687,5618.66610125422,-5618.66610125422,13237.3322025084,17921.9439301764,"AG206_Edit"
"2738",2738,32,10,0.775,1617125.13071632,5618.66610125422,-5618.66610125422,13237.3322025084,17921.9439301764,"AG206_Edit"
"2739",2739,33,10,0.8,1617121.59433375,5618.66610125422,-5618.66610125422,13237.3322025084,17921.9439301764,"AG206_Edit"
"2740",2740,34,10,0.825,1617120.30218159,5618.66610125422,-5618.66610125422,13237.3322025084,17921.9439301764,"AG206_Edit"
"2741",2741,35,10,0.85,1617119.88637586,5618.66610125422,-5618.66610125422,13237.3322025084,17921.9439301764,"AG206_Edit"
"2742",2742,36,10,0.875,1617126.1628357,5618.66610125422,-5618.66610125422,13237.3322025084,17921.9439301764,"AG206_Edit"
"2743",2743,37,10,0.9,1617122.21624482,5618.66610125422,-5618.66610125422,13237.3322025084,17921.9439301764,"AG206_Edit"
"2744",2744,38,10,0.925,1617124.61560892,5618.66610125422,-5618.66610125422,13237.3322025084,17921.9439301764,"AG206_Edit"
"2745",2745,39,10,0.95,1617124.49792225,5618.66610125422,-5618.66610125422,13237.3322025084,17921.9439301764,"AG206_Edit"
"2746",2746,40,10,0.975,1617119.92131125,5618.66610125422,-5618.66610125422,13237.3322025084,17921.9439301764,"AG206_Edit"
"2747",2747,41,10,1,1617124.10766179,5618.66610125422,-5618.66610125422,13237.3322025084,17921.9439301764,"AG206_Edit"
"2748",2748,1,11,0,350561.847019992,5762.23180990652,-5762.23180990652,13724.463619813,18877.5365202478,"AG206_Edit"
"2749",2749,2,11,0.025,990230.517808325,5768.92602360644,-5768.92602360644,13737.8520472129,18890.9249476476,"AG206_Edit"
"2750",2750,3,11,0.05,1186272.27264077,5690.63150535123,-5690.63150535123,13581.2630107025,18734.3359111372,"AG206_Edit"
"2751",2751,4,11,0.075,1326171.69831832,5629.47956395695,-5629.47956395695,13458.9591279139,18612.0320283486,"AG206_Edit"
"2752",2752,5,11,0.1,1438779.8488439,5604.30452284559,-5604.30452284559,13408.6090456912,18561.6819461259,"AG206_Edit"
"2753",2753,6,11,0.125,1499516.4402014,5589.89672323642,-5589.89672323642,13379.7934464728,18532.8663469076,"AG206_Edit"
"2754",2754,7,11,0.15,1565436.28304617,5579.77860973348,-5579.77860973348,13359.557219467,18512.6301199017,"AG206_Edit"
"2755",2755,8,11,0.175,1607163.68976505,5571.19124538113,-5571.19124538113,13342.3824907623,18495.455391197,"AG206_Edit"
"2756",2756,9,11,0.2,1634188.04221869,5566.48111024138,-5566.48111024138,13332.9622204828,18486.0351209175,"AG206_Edit"
"2757",2757,10,11,0.225,1667978.39097396,5562.65083061824,-5562.65083061824,13325.3016612365,18478.3745616712,"AG206_Edit"
"2758",2758,11,11,0.25,1695905.76127307,5558.51825395264,-5558.51825395264,13317.0365079053,18470.10940834,"AG206_Edit"
"2759",2759,12,11,0.275,1711659.51104138,5557.28699209469,-5557.28699209469,13314.5739841894,18467.6468846241,"AG206_Edit"
"2760",2760,13,11,0.3,1721394.18982891,5554.36560589615,-5554.36560589615,13308.7312117923,18461.804112227,"AG206_Edit"
"2761",2761,14,11,0.325,1723882.17252922,5553.72986569747,-5553.72986569747,13307.4597313949,18460.5326318297,"AG206_Edit"
"2762",2762,15,11,0.35,1736827.44008525,5552.98465672751,-5552.98465672751,13305.969313455,18459.0422138897,"AG206_Edit"
"2763",2763,16,11,0.375,1743836.50597366,5552.01921674044,-5552.01921674044,13304.0384334809,18457.1113339156,"AG206_Edit"
"2764",2764,17,11,0.4,1752526.73614139,5550.97292155864,-5550.97292155864,13301.9458431173,18455.018743552,"AG206_Edit"
"2765",2765,18,11,0.425,1753839.11314072,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2766",2766,19,11,0.45,1760204.74934068,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2767",2767,20,11,0.475,1760202.71792849,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2768",2768,21,11,0.5,1760201.28257742,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2769",2769,22,11,0.525,1760202.98161062,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2770",2770,23,11,0.55,1760203.58390723,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2771",2771,24,11,0.575,1760205.97308127,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2772",2772,25,11,0.6,1760208.27177501,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2773",2773,26,11,0.625,1760207.53758169,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2774",2774,27,11,0.65,1760207.44963574,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2775",2775,28,11,0.675,1760201.59481992,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2776",2776,29,11,0.7,1760201.83812394,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2777",2777,30,11,0.725,1760208.68609319,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2778",2778,31,11,0.75,1760206.87412973,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2779",2779,32,11,0.775,1760205.61473895,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2780",2780,33,11,0.8,1760201.45405574,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2781",2781,34,11,0.825,1760203.10441458,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2782",2782,35,11,0.85,1760203.47299225,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2783",2783,36,11,0.875,1760202.56004322,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2784",2784,37,11,0.9,1760204.19920714,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2785",2785,38,11,0.925,1760208.76929854,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2786",2786,39,11,0.95,1760208.2654735,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2787",2787,40,11,0.975,1760205.19399176,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2788",2788,41,11,1,1760204.33536817,5550.86725547592,-5550.86725547592,13301.7345109518,18454.8074113866,"AG206_Edit"
"2789",2789,1,12,0,412323.787625082,5638.90627306821,-5638.90627306821,13677.8125461364,19299.3466193379,"AG206_Edit"
"2790",2790,2,12,0.025,1146759.75289929,5635.9769856672,-5635.9769856672,13671.9539713344,19293.4880445359,"AG206_Edit"
"2791",2791,3,12,0.05,1393950.97835842,5545.27381825834,-5545.27381825834,13490.5476365167,19112.0817097182,"AG206_Edit"
"2792",2792,4,12,0.075,1559502.1292805,5505.09468378833,-5505.09468378833,13410.1893675767,19031.7234407782,"AG206_Edit"
"2793",2793,5,12,0.1,1670311.83179815,5478.40900184346,-5478.40900184346,13356.8180036869,18978.3520768884,"AG206_Edit"
"2794",2794,6,12,0.125,1761734.7863187,5470.84895548249,-5470.84895548249,13341.697910965,18963.2319841665,"AG206_Edit"
"2795",2795,7,12,0.15,1825939.82339798,5459.24174376833,-5459.24174376833,13318.4834875367,18940.0175607382,"AG206_Edit"
"2796",2796,8,12,0.175,1875169.74512743,5448.32985053193,-5448.32985053193,13296.6597010639,18918.1937742654,"AG206_Edit"
"2797",2797,9,12,0.2,1914135.35615056,5446.63008045984,-5446.63008045984,13293.2601609197,18914.7942341212,"AG206_Edit"
"2798",2798,10,12,0.225,1967364.02228169,5439.63400492445,-5439.63400492445,13279.2680098489,18900.8020830504,"AG206_Edit"
"2799",2799,11,12,0.25,1991357.32298904,5436.52991736945,-5436.52991736945,13273.0598347389,18894.5939079404,"AG206_Edit"
"2800",2800,12,12,0.275,2018642.52414185,5439.24311725339,-5439.24311725339,13278.4862345068,18900.0203077083,"AG206_Edit"
"2801",2801,13,12,0.3,2046330.1951448,5426.97268658296,-5426.97268658296,13253.9453731659,18875.4794463674,"AG206_Edit"
"2802",2802,14,12,0.325,2058809.73890004,5420.2339941764,-5420.2339941764,13240.4679883528,18862.0020615543,"AG206_Edit"
"2803",2803,15,12,0.35,2073670.92990212,5420.13958883333,-5420.13958883333,13240.2791776667,18861.8132508682,"AG206_Edit"
"2804",2804,16,12,0.375,2079879.79488275,5418.90083687334,-5418.90083687334,13237.8016737467,18859.3357469482,"AG206_Edit"
"2805",2805,17,12,0.4,2090050.72615507,5418.87182247846,-5418.87182247846,13237.7436449569,18859.2777181584,"AG206_Edit"
"2806",2806,18,12,0.425,2096589.2304855,5417.32203828807,-5417.32203828807,13234.6440765761,18856.1781497777,"AG206_Edit"
"2807",2807,19,12,0.45,2100366.25951386,5416.87764180655,-5416.87764180655,13233.7552836131,18855.2893568146,"AG206_Edit"
